CDL-A	1	10	0.00
CDL-A	1	9	0.00
CDL-A	1	8	0.00
CDL-A	1	5	0.00
CDL-A	1	7	0.00
CDL-A	1	6	0.00
CDL-A	2	10	0.00
CDL-A	2	9	0.00
CDL-A	2	8	0.00
CDL-A	2	7	0.00
CDL-A	2	5	0.00
CDL-A	2	6	0.00
CDL-A	3	10	0.00
CDL-A	3	9	0.00
CDL-A	3	8	0.00
CDL-A	3	7	0.00
CDL-A	3	5	0.80
CDL-A	3	6	0.05
CDL-A	4	10	0.00
CDL-A	4	9	0.00
CDL-A	4	8	0.00
CDL-A	4	7	0.25
CDL-A	4	5	4.35
CDL-A	4	6	4.55
CDL-A	5	10	0.00
CDL-A	5	9	0.00
CDL-A	5	8	0.55
CDL-A	5	7	6.50
CDL-A	5	5	7.50
CDL-A	5	6	11.60
CDL-A	6	10	0.00
CDL-A	6	9	0.00
CDL-A	6	8	0.30
CDL-A	6	7	4.60
CDL-A	6	5	6.20
CDL-A	6	6	9.70
CDL-A	7	10	0.05
CDL-A	7	9	3.25
CDL-A	7	8	10.85
CDL-A	7	7	15.85
CDL-A	7	5	12.25
CDL-A	7	6	17.35
CDL-A	8	10	10.95
CDL-A	8	9	14.90
CDL-A	8	8	18.30
CDL-A	8	7	22.30
CDL-A	8	5	24.90
CDL-A	8	6	25.95
CDL-A	9	10	15.10
CDL-A	9	9	17.80
CDL-A	9	8	22.25
CDL-A	9	5	77.70
CDL-A	9	7	28.40
CDL-A	9	6	42.05
CDL-A	10	10	30.80
CDL-A	10	9	55.75
CDL-A	10	8	92.95
CDL-A	10	5	81.85
CDL-A	10	7	100.00
CDL-A	10	6	97.15
CDL-A	11	10	87.75
CDL-A	11	9	100.00
CDL-A	11	5	82.65
CDL-A	11	8	100.00
CDL-A	11	6	97.40
CDL-A	11	7	100.00
CDL-A	12	5	81.20
CDL-A	12	10	100.00
CDL-A	12	9	100.00
CDL-A	12	8	100.00
CDL-A	12	6	96.60
CDL-A	12	7	100.00
CDL-A	1	11	0.00
CDL-A	1	15	0.00
CDL-A	1	14	0.00
CDL-A	1	12	0.00
CDL-A	1	13	0.00
CDL-A	2	11	0.00
CDL-A	2	15	0.00
CDL-A	2	14	0.00
CDL-A	2	12	0.00
CDL-A	2	13	0.00
CDL-A	3	11	0.00
CDL-A	3	15	0.00
CDL-A	3	14	0.00
CDL-A	3	12	0.00
CDL-A	3	13	0.00
CDL-A	4	11	0.00
CDL-A	4	15	0.00
CDL-A	4	14	0.00
CDL-A	4	12	0.00
CDL-A	4	13	0.00
CDL-A	5	11	0.00
CDL-A	5	15	0.00
CDL-A	5	14	0.00
CDL-A	5	12	0.00
CDL-A	5	13	0.00
CDL-A	6	11	0.00
CDL-A	6	15	0.00
CDL-A	6	14	0.00
CDL-A	6	12	0.00
CDL-A	6	13	0.00
CDL-A	7	11	0.00
CDL-A	7	15	0.00
CDL-A	7	14	0.00
CDL-A	7	12	0.00
CDL-A	7	13	0.00
CDL-A	8	15	0.00
CDL-A	8	11	3.55
CDL-A	8	14	0.00
CDL-A	8	12	0.35
CDL-A	8	13	0.00
CDL-A	9	15	0.00
CDL-A	9	11	11.15
CDL-A	9	14	0.00
CDL-A	9	12	4.25
CDL-A	9	13	0.50
CDL-A	10	15	12.40
CDL-A	10	11	21.90
CDL-A	10	14	14.05
CDL-A	10	13	15.90
CDL-A	10	12	18.40
CDL-A	11	15	15.90
CDL-A	11	14	18.80
CDL-A	11	11	63.70
CDL-A	11	13	24.25
CDL-A	11	12	38.10
CDL-A	12	15	27.90
CDL-A	12	14	44.90
CDL-A	12	11	99.40
CDL-A	12	13	64.30
CDL-A	12	12	79.90
CDL-B	1	10	6.85
CDL-B	1	9	5.65
CDL-B	1	5	0.65
CDL-B	1	8	5.75
CDL-B	1	7	6.05
CDL-B	1	6	3.85
CDL-B	2	10	21.50
CDL-B	2	9	22.65
CDL-B	2	5	12.30
CDL-B	2	8	24.50
CDL-B	2	6	21.15
CDL-B	2	7	27.10
CDL-B	3	10	31.30
CDL-B	3	9	33.60
CDL-B	3	5	42.15
CDL-B	3	8	38.05
CDL-B	3	6	40.55
CDL-B	3	7	43.25
CDL-B	4	10	63.35
CDL-B	4	9	65.45
CDL-B	4	5	72.45
CDL-B	4	8	69.00
CDL-B	4	6	72.60
CDL-B	4	7	73.15
CDL-B	5	10	70.95
CDL-B	5	9	74.20
CDL-B	5	5	82.30
CDL-B	5	8	77.85
CDL-B	5	6	85.90
CDL-B	5	7	84.80
CDL-B	6	10	73.10
CDL-B	6	9	74.40
CDL-B	6	5	77.65
CDL-B	6	8	77.95
CDL-B	6	6	80.50
CDL-B	6	7	83.00
CDL-B	7	10	85.70
CDL-B	7	5	86.25
CDL-B	7	9	89.80
CDL-B	7	8	93.15
CDL-B	7	6	92.80
CDL-B	7	7	96.90
CDL-B	8	10	99.90
CDL-B	8	5	85.90
CDL-B	8	9	100.00
CDL-B	8	8	100.00
CDL-B	8	6	92.60
CDL-B	8	7	99.75
CDL-B	9	10	100.00
CDL-B	9	5	86.15
CDL-B	9	9	100.00
CDL-B	9	6	93.25
CDL-B	9	8	100.00
CDL-B	9	7	99.90
CDL-B	10	5	85.85
CDL-B	10	10	100.00
CDL-B	10	9	100.00
CDL-B	10	6	93.45
CDL-B	10	8	100.00
CDL-B	10	7	99.80
CDL-B	11	5	85.95
CDL-B	11	10	100.00
CDL-B	11	6	93.30
CDL-B	11	9	100.00
CDL-B	11	8	100.00
CDL-B	11	7	99.85
CDL-B	12	5	86.15
CDL-B	12	6	92.60
CDL-B	12	10	100.00
CDL-B	12	9	100.00
CDL-B	12	8	100.00
CDL-B	12	7	99.75
CDL-B	1	11	8.55
CDL-B	1	12	12.10
CDL-B	1	15	47.40
CDL-B	1	14	32.35
CDL-B	1	13	18.55
CDL-B	2	11	22.00
CDL-B	2	12	25.50
CDL-B	2	15	63.50
CDL-B	2	14	47.25
CDL-B	2	13	32.20
CDL-B	3	11	30.55
CDL-B	3	12	32.75
CDL-B	3	15	66.70
CDL-B	3	14	54.60
CDL-B	3	13	40.35
CDL-B	4	11	61.25
CDL-B	4	12	60.70
CDL-B	4	15	64.85
CDL-B	4	14	61.55
CDL-B	4	13	60.45
CDL-B	5	11	69.00
CDL-B	5	12	68.35
CDL-B	5	15	72.25
CDL-B	5	14	69.70
CDL-B	5	13	68.25
CDL-B	6	11	71.95
CDL-B	6	12	71.00
CDL-B	6	15	75.05
CDL-B	6	14	72.55
CDL-B	6	13	71.45
CDL-B	7	11	82.55
CDL-B	7	12	81.35
CDL-B	7	15	81.15
CDL-B	7	14	80.30
CDL-B	7	13	80.65
CDL-B	8	11	99.30
CDL-B	8	12	97.85
CDL-B	8	15	94.35
CDL-B	8	14	95.25
CDL-B	8	13	96.85
CDL-B	9	11	100.00
CDL-B	9	12	100.00
CDL-B	9	15	99.85
CDL-B	9	14	99.95
CDL-B	9	13	100.00
CDL-B	10	11	100.00
CDL-B	10	15	100.00
CDL-B	10	12	100.00
CDL-B	10	14	100.00
CDL-B	10	13	100.00
CDL-B	11	11	100.00
CDL-B	11	15	100.00
CDL-B	11	12	100.00
CDL-B	11	14	100.00
CDL-B	11	13	100.00
CDL-B	12	11	100.00
CDL-B	12	15	100.00
CDL-B	12	12	100.00
CDL-B	12	14	100.00
CDL-B	12	13	100.00
CDL-C	1	10	36.55
CDL-C	1	9	27.60
CDL-C	1	7	12.10
CDL-C	1	8	18.85
CDL-C	1	6	11.45
CDL-C	1	5	10.70
CDL-C	2	10	74.75
CDL-C	2	9	72.25
CDL-C	2	8	72.40
CDL-C	2	7	72.00
CDL-C	2	6	74.50
CDL-C	2	5	76.95
CDL-C	3	10	90.55
CDL-C	3	9	89.10
CDL-C	3	8	90.10
CDL-C	3	7	91.20
CDL-C	3	5	91.55
CDL-C	3	6	91.95
CDL-C	4	10	96.90
CDL-C	4	9	97.05
CDL-C	4	8	96.40
CDL-C	4	7	96.95
CDL-C	4	6	97.40
CDL-C	4	5	97.85
CDL-C	5	10	99.70
CDL-C	5	9	99.80
CDL-C	5	8	99.80
CDL-C	5	7	99.90
CDL-C	5	6	99.85
CDL-C	5	5	100.00
CDL-C	6	10	98.70
CDL-C	6	9	99.15
CDL-C	6	8	99.20
CDL-C	6	7	99.15
CDL-C	6	6	99.40
CDL-C	6	5	99.40
CDL-C	7	10	100.00
CDL-C	7	9	99.95
CDL-C	7	8	99.75
CDL-C	7	7	99.90
CDL-C	7	6	99.80
CDL-C	7	5	99.85
CDL-C	8	10	100.00
CDL-C	8	9	100.00
CDL-C	8	8	100.00
CDL-C	8	7	100.00
CDL-C	8	6	100.00
CDL-C	8	5	100.00
CDL-C	9	10	100.00
CDL-C	9	9	100.00
CDL-C	9	8	100.00
CDL-C	9	7	100.00
CDL-C	9	6	100.00
CDL-C	9	5	100.00
CDL-C	10	10	100.00
CDL-C	10	9	100.00
CDL-C	10	8	100.00
CDL-C	10	7	100.00
CDL-C	10	5	100.00
CDL-C	10	6	100.00
CDL-C	11	10	100.00
CDL-C	11	9	100.00
CDL-C	11	8	100.00
CDL-C	11	5	100.00
CDL-C	11	6	100.00
CDL-C	11	7	100.00
CDL-C	12	10	100.00
CDL-C	12	5	100.00
CDL-C	12	9	100.00
CDL-C	12	8	100.00
CDL-C	12	6	100.00
CDL-C	12	7	100.00
CDL-C	1	15	78.05
CDL-C	1	11	47.40
CDL-C	1	14	72.10
CDL-C	1	12	58.20
CDL-C	1	13	66.45
CDL-C	2	15	99.40
CDL-C	2	14	97.75
CDL-C	2	11	77.45
CDL-C	2	12	82.95
CDL-C	2	13	90.30
CDL-C	3	15	100.00
CDL-C	3	14	99.70
CDL-C	3	11	92.50
CDL-C	3	12	96.15
CDL-C	3	13	98.45
CDL-C	4	15	99.50
CDL-C	4	14	98.45
CDL-C	4	11	96.95
CDL-C	4	12	96.25
CDL-C	4	13	97.40
CDL-C	5	15	100.00
CDL-C	5	14	99.95
CDL-C	5	11	99.60
CDL-C	5	12	99.75
CDL-C	5	13	99.75
CDL-C	6	15	97.75
CDL-C	6	14	97.90
CDL-C	6	11	98.75
CDL-C	6	12	98.75
CDL-C	6	13	97.95
CDL-C	7	15	99.90
CDL-C	7	14	99.80
CDL-C	7	13	99.95
CDL-C	7	12	99.95
CDL-C	7	11	99.90
CDL-C	8	15	100.00
CDL-C	8	14	100.00
CDL-C	8	13	100.00
CDL-C	8	12	100.00
CDL-C	8	11	99.95
CDL-C	9	15	100.00
CDL-C	9	14	100.00
